method_id,view,n,arm,stratum_id,primary_method,planned_blocks,complete_blocks,incomplete_blocks,mean,paired_complete_blocks,paired_cross_mean,paired_cross_minus_within_mean,paired_within_mean,stress_complete_blocks,stress_mean,comparisons_abstained,comparisons_abstention_reason_counts,comparisons_planned,comparisons_planned_class_counts,comparisons_qualified,comparisons_qualified_class_counts,comparisons_status_counts,units_nonempty,units_ordinary_volume_qualified,units_planned,units_records,units_retained_words,available_anchor_available_anchors,available_anchor_mean,available_anchor_planned_anchors,cross_contributing_blocks,cross_contributing_independent_units,cross_estimate,cross_executed_repetitions,cross_minimum_independent_units,cross_missing_replicates,cross_percentile_interval_95,cross_reason,cross_requested_repetitions,cross_shared_draws_sha256,cross_minus_within_contributing_blocks,cross_minus_within_contributing_independent_units,cross_minus_within_estimate,cross_minus_within_executed_repetitions,cross_minus_within_minimum_independent_units,cross_minus_within_missing_replicates,cross_minus_within_percentile_interval_95,cross_minus_within_reason,cross_minus_within_requested_repetitions,cross_minus_within_shared_draws_sha256,stress_contributing_blocks,stress_contributing_independent_units,stress_estimate,stress_executed_repetitions,stress_minimum_independent_units,stress_missing_replicates,stress_percentile_interval_95,stress_reason,stress_requested_repetitions,stress_shared_draws_sha256,within_paired_contributing_blocks,within_paired_contributing_independent_units,within_paired_estimate,within_paired_executed_repetitions,within_paired_minimum_independent_units,within_paired_missing_replicates,within_paired_percentile_interval_95,within_paired_reason,within_paired_requested_repetitions,within_paired_shared_draws_sha256,cross_community_abstained_pairs,cross_community_average_precision,cross_community_average_precision_reason,cross_community_planned_class_counts,cross_community_planned_pairs,cross_community_positive_label,cross_community_positive_label_meaning,cross_community_qualified_class_counts,cross_community_qualified_pairs,cross_community_roc_auc,cross_community_roc_auc_reason,within_community_abstained_pairs,within_community_average_precision,within_community_average_precision_reason,within_community_planned_class_counts,within_community_planned_pairs,within_community_positive_label,within_community_positive_label_meaning,within_community_qualified_class_counts,within_community_qualified_pairs,within_community_roc_auc,within_community_roc_auc_reason,unit_records_count,unit_records_mean,unit_records_min,unit_records_q25,unit_records_median,unit_records_q75,unit_records_max,unit_retained_words_count,unit_retained_words_mean,unit_retained_words_min,unit_retained_words_q25,unit_retained_words_median,unit_retained_words_q75,unit_retained_words_max
cosine_distance_v1,retained_prose,4,middle50,stratum-02,True,10,0,10,,0,,,,0,,128,"{""insufficient_comparable_text"": 128}",160,"{""different_author"": 80, ""same_author"": 80}",32,"{""different_author"": 18, ""same_author"": 14}","{""abstained"": 128, ""ok"": 32}",80,38,80,947,86288,2,0.5,40,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,65,0.789035039035039,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 9, ""same_author"": 6}",15,0.5925925925925926,,63,0.8176545676545677,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 9, ""same_author"": 8}",17,0.75,,80,11.8375,4.0,9.0,11.0,15.0,25.0,80,1078.6,669.0,931.75,1055.5,1222.5,1720.0
cosine_distance_v1,retained_prose,4,middle50,stratum-03,True,10,0,10,,0,,,,0,,94,"{""insufficient_comparable_text"": 94}",160,"{""different_author"": 80, ""same_author"": 80}",66,"{""different_author"": 35, ""same_author"": 31}","{""abstained"": 94, ""ok"": 66}",80,51,80,988,89754,11,0.7272727272727273,40,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,46,0.6966250916734008,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 18, ""same_author"": 16}",34,0.7048611111111112,,48,0.6260431860401772,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 17, ""same_author"": 15}",32,0.6509803921568628,,80,12.35,5.0,9.0,12.5,15.0,24.0,80,1121.925,755.0,990.75,1097.5,1220.0,1973.0
cosine_distance_v1,function_mask_v1,4,full,stratum-01,False,10,10,0,0.75,10,0.75,-0.025,0.775,10,0.725,0,{},160,"{""different_author"": 80, ""same_author"": 80}",160,"{""different_author"": 80, ""same_author"": 80}","{""ok"": 160}",80,80,80,1896,167678,40,0.75,40,10,10,0.75,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,-0.025,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.725,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.775,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0.7305933808515552,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.72875,,0,0.745014575684613,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.73625,,80,23.7,8.0,17.75,24.0,30.0,40.0,80,2095.975,2000.0,2028.0,2061.0,2139.5,2650.0
cosine_distance_v1,function_mask_v1,4,full,stratum-02,False,10,10,0,0.8,10,0.8,0.0,0.8,10,0.75,0,{},160,"{""different_author"": 80, ""same_author"": 80}",160,"{""different_author"": 80, ""same_author"": 80}","{""ok"": 160}",80,80,80,1897,167109,40,0.8,40,10,10,0.8,10000,5,0,"[0.675, 0.9166666666666666]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.0,10000,5,0,"[-0.07151785714285715, 0.07142857142857142]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.75,10000,5,0,"[0.625, 0.875]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.8,10000,5,0,"[0.675, 0.9166666666666666]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0.7141546478000048,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.75625,,0,0.7811520175786849,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.80625,,80,23.7125,8.0,17.0,22.0,29.25,50.0,80,2088.8625,2003.0,2030.25,2065.5,2126.25,2355.0
cosine_distance_v1,function_mask_v1,4,full,stratum-03,False,10,10,0,0.775,10,0.775,-0.15,0.925,10,0.7,0,{},160,"{""different_author"": 80, ""same_author"": 80}",160,"{""different_author"": 80, ""same_author"": 80}","{""ok"": 160}",80,80,80,1980,167759,40,0.775,40,10,10,0.775,10000,5,0,"[0.6388888888888888, 0.9090909090909091]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,-0.15,10000,5,0,"[-0.2916666666666667, -0.027777777777777776]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.7,10000,5,0,"[0.5833333333333334, 0.8214285714285714]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.925,10000,5,0,"[0.85, 1.0]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0.6903997787836201,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.740625,,0,0.7514015092965314,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.784375,,80,24.75,10.0,18.0,24.5,30.0,48.0,80,2096.9875,2000.0,2016.5,2042.0,2096.5,2844.0
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,False,10,7,3,0.7857142857142857,7,0.7857142857142857,0.03571428571428571,0.75,7,0.7142857142857143,18,"{""insufficient_comparable_text"": 18}",160,"{""different_author"": 80, ""same_author"": 80}",142,"{""different_author"": 71, ""same_author"": 71}","{""abstained"": 18, ""ok"": 142}",80,75,80,1425,125880,35,0.8,40,7,7,0.7857142857142857,10000,5,6,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,7,7,0.03571428571428571,10000,5,6,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,7,7,0.7142857142857143,10000,5,6,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,7,7,0.75,10000,5,6,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,9,0.7306548883153732,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 35, ""same_author"": 36}",71,0.7531746031746032,,9,0.7403123314529244,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 36, ""same_author"": 35}",71,0.7047619047619048,,80,17.8125,4.0,13.75,18.0,23.0,29.0,80,1573.5,978.0,1448.25,1594.5,1701.0,2218.0
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,False,10,6,4,0.7083333333333334,6,0.7083333333333334,0.0,0.7083333333333334,6,0.6666666666666666,28,"{""insufficient_comparable_text"": 28}",160,"{""different_author"": 80, ""same_author"": 80}",132,"{""different_author"": 66, ""same_author"": 66}","{""abstained"": 28, ""ok"": 132}",80,70,80,1386,120853,31,0.7741935483870968,40,6,6,0.7083333333333334,10000,5,10,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,6,6,0.0,10000,5,10,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,6,6,0.6666666666666666,10000,5,10,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,6,6,0.7083333333333334,10000,5,10,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,14,0.6533639714892523,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 33, ""same_author"": 33}",66,0.6923783287419651,,14,0.6690284225173933,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 33, ""same_author"": 33}",66,0.7061524334251607,,80,17.325,4.0,12.0,17.0,22.0,40.0,80,1510.6625,452.0,1412.25,1534.5,1684.75,1994.0
cosine_distance_v1,function_mask_v1,4,hash75,stratum-03,False,10,8,2,0.6875,8,0.6875,-0.15625,0.84375,8,0.71875,8,"{""insufficient_comparable_text"": 8}",160,"{""different_author"": 80, ""same_author"": 80}",152,"{""different_author"": 76, ""same_author"": 76}","{""abstained"": 8, ""ok"": 152}",80,78,80,1516,125789,36,0.6944444444444444,40,8,8,0.6875,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,8,8,-0.15625,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,8,8,0.71875,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,8,8,0.84375,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,4,0.651005261035356,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 38, ""same_author"": 38}",76,0.6904432132963989,,4,0.7596058332787733,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 38, ""same_author"": 38}",76,0.7652354570637119,,80,18.95,9.0,13.75,19.0,23.0,37.0,80,1572.3625,709.0,1432.0,1574.5,1735.25,2366.0
cosine_distance_v1,function_mask_v1,4,hash50,stratum-01,False,10,0,10,,0,,,,0,,111,"{""insufficient_comparable_text"": 111}",160,"{""different_author"": 80, ""same_author"": 80}",49,"{""different_author"": 26, ""same_author"": 23}","{""abstained"": 111, ""ok"": 49}",80,44,80,953,87866,5,0.6,40,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,57,0.686496897710133,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 12, ""same_author"": 11}",23,0.7196969696969697,,54,0.7477261276244027,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 14, ""same_author"": 12}",26,0.7142857142857143,,80,11.9125,2.0,9.0,12.0,15.0,22.0,80,1098.325,112.0,933.75,1115.5,1283.25,1894.0
cosine_distance_v1,function_mask_v1,4,hash50,stratum-02,False,10,0,10,,0,,,,0,,113,"{""insufficient_comparable_text"": 113}",160,"{""different_author"": 80, ""same_author"": 80}",47,"{""different_author"": 24, ""same_author"": 23}","{""abstained"": 113, ""ok"": 47}",80,41,80,944,81466,8,0.625,40,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,55,0.5854575517075518,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 12, ""same_author"": 13}",25,0.6217948717948718,,58,0.7351427446822184,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 12, ""same_author"": 10}",22,0.6416666666666667,,80,11.8,3.0,8.0,11.0,15.0,27.0,80,1018.325,340.0,857.25,1050.0,1212.0,1598.0
cosine_distance_v1,function_mask_v1,4,hash50,stratum-03,False,10,0,10,,0,,,,0,,107,"{""insufficient_comparable_text"": 107}",160,"{""different_author"": 80, ""same_author"": 80}",53,"{""different_author"": 26, ""same_author"": 27}","{""abstained"": 107, ""ok"": 53}",80,43,80,997,81358,9,0.4444444444444444,40,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,53,0.662568101038598,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 14, ""same_author"": 13}",27,0.6703296703296703,,54,0.6713767670811015,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 12, ""same_author"": 14}",26,0.6071428571428571,,80,12.4625,4.0,9.0,12.0,16.0,23.0,80,1016.975,197.0,830.0,1058.0,1235.25,2070.0
cosine_distance_v1,function_mask_v1,4,middle50,stratum-01,False,10,0,10,,0,,,,0,,118,"{""insufficient_comparable_text"": 118}",160,"{""different_author"": 80, ""same_author"": 80}",42,"{""different_author"": 21, ""same_author"": 21}","{""abstained"": 118, ""ok"": 42}",80,40,80,949,89147,5,0.6,40,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,60,0.5634908318063399,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 11, ""same_author"": 9}",20,0.45454545454545453,,58,0.5338980382362736,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 10, ""same_author"": 12}",22,0.5583333333333333,,80,11.8625,4.0,9.0,12.0,15.0,20.0,80,1114.3375,563.0,925.5,1080.0,1270.5,1911.0
cosine_distance_v1,function_mask_v1,4,middle50,stratum-02,False,10,0,10,,0,,,,0,,128,"{""insufficient_comparable_text"": 128}",160,"{""different_author"": 80, ""same_author"": 80}",32,"{""different_author"": 18, ""same_author"": 14}","{""abstained"": 128, ""ok"": 32}",80,38,80,947,86288,2,1.0,40,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,65,0.7276455026455027,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 9, ""same_author"": 6}",15,0.6851851851851852,,63,0.8398860398860399,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 9, ""same_author"": 8}",17,0.7916666666666666,,80,11.8375,4.0,9.0,11.0,15.0,25.0,80,1078.6,669.0,931.75,1055.5,1222.5,1720.0
cosine_distance_v1,function_mask_v1,4,middle50,stratum-03,False,10,0,10,,0,,,,0,,94,"{""insufficient_comparable_text"": 94}",160,"{""different_author"": 80, ""same_author"": 80}",66,"{""different_author"": 35, ""same_author"": 31}","{""abstained"": 94, ""ok"": 66}",80,51,80,988,89754,11,0.6363636363636364,40,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0,,0,5,0,,descriptive_statistic_unavailable,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,46,0.708293906850991,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 18, ""same_author"": 16}",34,0.6493055555555556,,48,0.6752512480359629,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 17, ""same_author"": 15}",32,0.6666666666666666,,80,12.35,5.0,9.0,12.5,15.0,24.0,80,1121.925,755.0,990.75,1097.5,1220.0,1973.0
function_word_js_v1,lexical_tokens,,full,stratum-01,False,10,10,0,0.75,10,0.75,-0.05,0.8,10,0.825,0,{},160,"{""different_author"": 80, ""same_author"": 80}",160,"{""different_author"": 80, ""same_author"": 80}","{""ok"": 160}",80,80,80,1896,167678,40,0.75,40,10,10,0.75,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,-0.05,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.825,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.8,10000,5,1,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0.7958862788320821,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.75375,,0,0.8025542222932408,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.776875,,80,23.7,8.0,17.75,24.0,30.0,40.0,80,2095.975,2000.0,2028.0,2061.0,2139.5,2650.0
function_word_js_v1,lexical_tokens,,full,stratum-02,False,10,10,0,0.725,10,0.725,-0.1,0.825,10,0.725,0,{},160,"{""different_author"": 80, ""same_author"": 80}",160,"{""different_author"": 80, ""same_author"": 80}","{""ok"": 160}",80,80,80,1897,167109,40,0.725,40,10,10,0.725,10000,5,0,"[0.5909090909090909, 0.8611111111111112]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,-0.1,10000,5,0,"[-0.2857142857142857, 0.08333333333333333]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.725,10000,5,0,"[0.5833333333333334, 0.85]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.825,10000,5,0,"[0.71875, 0.925]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0.7011358013112732,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.74375,,0,0.8097126895527095,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.84875,,80,23.7125,8.0,17.0,22.0,29.25,50.0,80,2088.8625,2003.0,2030.25,2065.5,2126.25,2355.0
function_word_js_v1,lexical_tokens,,full,stratum-03,False,10,10,0,0.825,10,0.825,-0.1,0.925,10,0.775,0,{},160,"{""different_author"": 80, ""same_author"": 80}",160,"{""different_author"": 80, ""same_author"": 80}","{""ok"": 160}",80,80,80,1980,167759,40,0.825,40,10,10,0.825,10000,5,0,"[0.7166666666666667, 0.925]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,-0.1,10000,5,0,"[-0.1818560606060606, -0.025]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.775,10000,5,0,"[0.6388888888888888, 0.9038461538461539]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,10,10,0.925,10000,5,0,"[0.84375, 1.0]",,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,0,0.7632439932872448,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.775,,0,0.8446474464171947,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 40, ""same_author"": 40}",80,0.830625,,80,24.75,10.0,18.0,24.5,30.0,48.0,80,2096.9875,2000.0,2016.5,2042.0,2096.5,2844.0
function_word_js_v1,lexical_tokens,,hash75,stratum-01,False,10,7,3,0.6785714285714286,7,0.6785714285714286,-0.10714285714285714,0.7857142857142857,7,0.7142857142857143,18,"{""insufficient_comparable_text"": 18}",160,"{""different_author"": 80, ""same_author"": 80}",142,"{""different_author"": 71, ""same_author"": 71}","{""abstained"": 18, ""ok"": 142}",80,75,80,1425,125880,35,0.7142857142857143,40,7,7,0.6785714285714286,10000,5,6,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,7,7,-0.10714285714285714,10000,5,6,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,7,7,0.7142857142857143,10000,5,6,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,7,7,0.7857142857142857,10000,5,6,,missing_bootstrap_statistics_no_silent_reweighting,10000,659947266f26c12acd85fa1d8196890c3f2169d312b3fe8e700a1f2df6c89eac,9,0.7225920332588487,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 35, ""same_author"": 36}",71,0.7174603174603175,,9,0.7501456975636875,,"{""different_author"": 40, ""same_author"": 40}",80,different_author,different_source_account_proxy,"{""different_author"": 36, ""same_author"": 35}",71,0.6968253968253968,,80,17.8125,4.0,13.75,18.0,23.0,29.0,80,1573.5,978.0,1448.25,1594.5,1701.0,2218.0
