method_id,view,n,arm,stratum_id,category,value_kind,planned_cases,null_values,count,mean,min,q25,median,q75,max
cosine_distance_v1,function_mask_v1,4,full,stratum-03,different_account_same_community,raw_distance,40,0,40,0.0036785098519529326,0.0011219954265799803,0.0022093515402529518,0.0029534653061634164,0.005306744600604929,0.009101024817921743
cosine_distance_v1,function_mask_v1,4,full,stratum-03,same_account_different_community,score,40,0,40,0.0026088557081458074,0.0004976384952859458,0.001479735620454642,0.0022156056055579465,0.003011663459512176,0.0090300141922246
cosine_distance_v1,function_mask_v1,4,full,stratum-03,same_account_different_community,raw_distance,40,0,40,0.0026088557081458074,0.0004976384952859458,0.001479735620454642,0.0022156056055579465,0.003011663459512176,0.0090300141922246
cosine_distance_v1,function_mask_v1,4,full,stratum-03,different_account_different_community,score,40,0,40,0.003933577888121212,0.000830874210969057,0.0026383126099283893,0.00389372230353896,0.004593517240208539,0.008099550303561243
cosine_distance_v1,function_mask_v1,4,full,stratum-03,different_account_different_community,raw_distance,40,0,40,0.003933577888121212,0.000830874210969057,0.0026383126099283893,0.00389372230353896,0.004593517240208539,0.008099550303561243
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,same_account_same_community,score,40,5,35,0.0015475756403633284,0.000632753018966703,0.001155445581154546,0.001370963265993952,0.0017739560687756728,0.003124371122772862
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,same_account_same_community,raw_distance,40,0,40,0.001524332186905447,0.000632753018966703,0.0011149711741008372,0.0013666407534423386,0.0017673776400405072,0.003124371122772862
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,different_account_same_community,score,40,4,36,0.002285802938838859,0.000856493983545259,0.0014171430406661467,0.0018700016933438368,0.0026593114004873353,0.005085077286431372
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,different_account_same_community,raw_distance,40,0,40,0.002246615052591899,0.000856493983545259,0.0014171430406661467,0.0018539272292670272,0.0026593114004873353,0.005085077286431372
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,same_account_different_community,score,40,4,36,0.001536179161835451,0.0004076646518834659,0.0010237157130335017,0.0012686841225000856,0.0016920770369422966,0.004603301609169441
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,same_account_different_community,raw_distance,40,0,40,0.0015842856424429564,0.0004076646518834659,0.0010435005136898434,0.0012686841225000856,0.0017409724117490866,0.004603301609169441
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,different_account_different_community,score,40,5,35,0.0024527724599992798,0.0009478369603860282,0.0014801928174749124,0.0020965311056267977,0.002789160272203439,0.00748707463294529
cosine_distance_v1,function_mask_v1,4,hash75,stratum-01,different_account_different_community,raw_distance,40,0,40,0.0023374188659582183,0.0009478369603860282,0.001406351025367264,0.0019518171649895444,0.002495716383028812,0.00748707463294529
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,same_account_same_community,score,40,7,33,0.0020329924725667123,0.000646742047159421,0.0010608033143132412,0.0014151000709514694,0.0019231596558474395,0.014916182473390882
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,same_account_same_community,raw_distance,40,0,40,0.001970182867424594,0.000646742047159421,0.0010440841597725292,0.0013730269203512946,0.0019248128259208297,0.014916182473390882
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,different_account_same_community,score,40,7,33,0.002674771236086992,0.0008491390865015269,0.0015090642368265073,0.001973181180564998,0.0032521040600183015,0.011727916176542785
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,different_account_same_community,raw_distance,40,0,40,0.0028105727972325663,0.0008491390865015269,0.0017939123089593945,0.002255180086149833,0.0036378693813221563,0.011727916176542785
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,same_account_different_community,score,40,7,33,0.0022406019730562437,0.0007214393103627259,0.0012179427446897817,0.00170861142004608,0.002383710594889621,0.012605200900763558
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,same_account_different_community,raw_distance,40,0,40,0.0022307544553061527,0.0007214393103627259,0.0012742913319201965,0.0018190390505368192,0.0024420611855096863,0.012605200900763558
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,different_account_different_community,score,40,7,33,0.003005264629493505,0.0007850871304685425,0.002031979636089809,0.0023376302540889515,0.003663967811086466,0.012741982539137942
cosine_distance_v1,function_mask_v1,4,hash75,stratum-02,different_account_different_community,raw_distance,40,0,40,0.0029517798070188366,0.0007850871304685425,0.0017560175577421289,0.0023371212685916465,0.0036115553370157927,0.012741982539137942
